ZCTA5_x,ZCTA5_y,visitor_flows_x
53719,53527,17
53719,53528,24
53719,53529,0
53719,53531,8
53719,53532,3
53719,53534,0
53719,53544,0
53719,53555,0
53719,53558,24
53719,53559,0
53719,53560,2
53719,53562,384
53719,53571,0
53719,53572,18
53719,53574,0
53719,53575,136
53719,53583,2
53719,53589,28
53719,53590,81
53719,53593,705
53719,53597,25
53719,53598,1
53719,53703,223
53719,53704,212
53719,53705,772
53719,53706,78
53719,53711,1159
53719,53713,367
53719,53714,58
53719,53715,220
53719,53716,70
53719,53717,561
53719,53718,55
53719,53719,1797
53719,53726,13
53719,53792,0
53719,53911,0
53719,53925,0
53726,53508,0
53726,53516,0
53726,53517,0
53726,53521,0
53726,53527,4
53726,53528,1
53726,53529,0
53726,53532,0
53726,53544,0
53726,53558,0
53726,53562,28
53726,53572,0
53726,53574,0
53726,53575,0
53726,53589,2
53726,53590,6
53726,53593,13
53726,53597,0
53726,53598,0
53726,53703,142
53726,53704,25
53726,53705,214
53726,53706,242
53726,53711,117
53726,53713,33
53726,53714,10
53726,53715,301
53726,53716,8
53726,53717,14
53726,53718,2
53726,53719,43
53726,53726,53
53726,53792,0
53792,53508,0
53792,53516,0
53792,53517,0
53792,53528,0
53792,53529,0
53792,53532,0
53792,53544,0
53792,53558,0
53792,53562,0
53792,53572,0
53792,53574,0
53792,53575,0
53792,53589,0
53792,53590,0
53792,53593,0
53792,53597,0
53792,53598,0
53792,53703,0
53792,53704,0
53792,53705,0
53792,53706,0
53792,53711,0
53792,53714,0
53792,53715,0
53792,53716,0
53792,53717,0
53792,53718,0
53792,53719,0
53792,53726,0
53792,53792,0
53911,53508,0
53911,53515,0
53911,53516,0
53911,53517,0
53911,53521,0
53911,53523,0
53911,53527,0
53911,53528,0
53911,53529,0
53911,53531,0
53911,53532,1
53911,53534,0
53911,53544,0
53911,53555,0
53911,53558,0
53911,53559,0
53911,53560,0
53911,53562,0
53911,53571,0
53911,53572,0
53911,53574,0
53911,53575,0
53911,53583,0
53911,53589,0
53911,53590,0
53911,53593,0
53911,53594,0
53911,53597,0
53911,53598,0
53911,53703,0
53911,53704,1
53911,53705,0
53911,53706,0
53911,53711,0
53911,53713,0
53911,53714,0
53911,53715,0
53911,53716,0
53911,53717,0
53911,53718,0
53911,53719,0
53911,53726,0
53911,53792,0
53911,53911,0
53911,53925,0
53925,53508,0
53925,53515,0
53925,53517,0
53925,53521,0
53925,53523,0
53925,53527,1
53925,53528,0
53925,53529,0
53925,53531,0
53925,53532,0
53925,53534,0
53925,53555,0
53925,53558,0
53925,53559,16
53925,53562,0
53925,53571,0
53925,53572,0
53925,53575,0
53925,53589,0
53925,53590,27
53925,53593,0
53925,53594,0
53925,53597,0
53925,53598,0
53925,53703,0
53925,53704,7
53925,53705,0
53925,53706,0
53925,53711,0
53925,53713,0
53925,53714,0
53925,53715,0
53925,53716,0
53925,53717,0
53925,53718,2
53925,53719,0
53925,53726,0
53925,53792,0
53925,53911,0
53925,53925,0
